Symbol,Date,Close
XOM,2012-12-24,86.919998
XOM,2012-12-26,87.07
XOM,2012-12-27,86.860001
XOM,2012-12-28,85.099998
XOM,2012-12-31,86.550003
XOM,2013-01-02,88.709999
XOM,2013-01-03,88.550003
XOM,2013-01-04,88.959999
XOM,2013-01-07,87.93
XOM,2013-01-08,88.480003
XOM,2013-01-09,88.139999
XOM,2013-01-10,89.099998
XOM,2013-01-11,89.610001
XOM,2013-01-14,89.580002
XOM,2013-01-15,89.529999
XOM,2013-01-16,89.470001
XOM,2013-01-17,90.199997
XOM,2013-01-18,90.800003
XOM,2013-01-22,90.919998
XOM,2013-01-23,90.699997
XOM,2013-01-24,91.349998
XOM,2013-01-25,91.730003
XOM,2013-01-28,91.110001
XOM,2013-01-29,91.760002
XOM,2013-01-30,90.669998
XOM,2013-01-31,89.970001
XOM,2013-02-01,90.040001
XOM,2013-02-04,89.150002
XOM,2013-02-05,89.739998
XOM,2013-02-06,89.790001
XOM,2013-02-07,88.25
XOM,2013-02-08,88.610001
XOM,2013-02-11,88.279999
XOM,2013-02-12,88.459999
XOM,2013-02-13,88.669998
XOM,2013-02-14,88.519997
XOM,2013-02-15,88.360001
XOM,2013-02-19,89.32
XOM,2013-02-20,88.970001
XOM,2013-02-21,88.589996
XOM,2013-02-22,89.199997
XOM,2013-02-25,87.699997
XOM,2013-02-26,88.510002
XOM,2013-02-27,89.529999
XOM,2013-02-28,89.550003
XOM,2013-03-01,89.43
XOM,2013-03-04,88.949997
XOM,2013-03-05,89.610001
XOM,2013-03-06,89.559998
XOM,2013-03-07,88.709999
XOM,2013-03-08,88.970001
XOM,2013-03-11,89.160004
XOM,2013-03-12,89.160004
XOM,2013-03-13,89.260002
XOM,2013-03-14,89.830002
XOM,2013-03-15,89.370003
XOM,2013-03-18,88.769997
XOM,2013-03-19,88.580002
XOM,2013-03-20,88.629997
XOM,2013-03-21,88.169998
XOM,2013-03-22,89.290001
XOM,2013-03-25,89.019997
XOM,2013-03-26,90.129997
XOM,2013-03-27,90.580002
XOM,2013-03-28,90.110001
XOM,2013-04-01,90.769997
XOM,2013-04-02,90.580002
XOM,2013-04-03,89.93
XOM,2013-04-04,89.769997
XOM,2013-04-05,89.010002
XOM,2013-04-08,88.599998
XOM,2013-04-09,88.769997
XOM,2013-04-10,88.68
XOM,2013-04-11,89.220001
XOM,2013-04-12,88.989998
XOM,2013-04-15,86.489998
XOM,2013-04-16,86.610001
XOM,2013-04-17,86.080002
XOM,2013-04-18,86.620003
XOM,2013-04-19,87.449997
XOM,2013-04-22,88.089996
XOM,2013-04-23,89.300003
XOM,2013-04-24,89.43
XOM,2013-04-25,88.07
XOM,2013-04-26,88.0
XOM,2013-04-29,88.209999
XOM,2013-04-30,88.989998
XOM,2013-05-01,87.510002
XOM,2013-05-02,88.629997
XOM,2013-05-03,90.019997
XOM,2013-05-06,90.580002
XOM,2013-05-07,91.150002
XOM,2013-05-08,91.699997
XOM,2013-05-09,91.029999
XOM,2013-05-10,90.139999
XOM,2013-05-13,90.099998
XOM,2013-05-14,91.110001
XOM,2013-05-15,91.239998
XOM,2013-05-16,90.699997
XOM,2013-05-17,91.760002
XOM,2013-05-20,92.519997
XOM,2013-05-21,92.800003
XOM,2013-05-22,92.190002
XOM,2013-05-23,91.790001
XOM,2013-05-24,91.529999
XOM,2013-05-28,92.379997
XOM,2013-05-29,92.080002
XOM,2013-05-30,92.089996
XOM,2013-05-31,90.470001
XOM,2013-06-03,91.459999
XOM,2013-06-04,90.790001
XOM,2013-06-05,89.650002
XOM,2013-06-06,90.230003
XOM,2013-06-07,91.449997
XOM,2013-06-10,91.120003
XOM,2013-06-11,90.459999
XOM,2013-06-12,89.739998
XOM,2013-06-13,91.330002
XOM,2013-06-14,90.580002
XOM,2013-06-17,91.510002
XOM,2013-06-18,91.93
XOM,2013-06-19,91.0
XOM,2013-06-20,89.050003
XOM,2013-06-21,89.480003
XOM,2013-06-24,88.480003
XOM,2013-06-25,89.110001
XOM,2013-06-26,89.800003
XOM,2013-06-27,90.040001
XOM,2013-06-28,90.349998
XOM,2013-07-01,90.300003
XOM,2013-07-02,90.639999
XOM,2013-07-03,90.690002
XOM,2013-07-05,91.57
XOM,2013-07-08,92.25
XOM,2013-07-09,93.339996
XOM,2013-07-10,92.82
XOM,2013-07-11,93.269997
XOM,2013-07-12,93.400002
XOM,2013-07-15,93.25
XOM,2013-07-16,93.300003
XOM,2013-07-17,93.459999
XOM,2013-07-18,94.379997
XOM,2013-07-19,95.169998
XOM,2013-07-22,94.830002
XOM,2013-07-23,95.199997
XOM,2013-07-24,94.989998
XOM,2013-07-25,94.970001
XOM,2013-07-26,94.790001
XOM,2013-07-29,94.029999
XOM,2013-07-30,93.809998
XOM,2013-07-31,93.75
XOM,2013-08-01,92.730003
XOM,2013-08-02,91.949997
XOM,2013-08-05,91.589996
XOM,2013-08-06,91.470001
XOM,2013-08-07,91.339996
XOM,2013-08-08,91.779999
XOM,2013-08-09,90.720001
XOM,2013-08-12,89.889999
XOM,2013-08-13,89.400002
XOM,2013-08-14,88.949997
XOM,2013-08-15,88.160004
XOM,2013-08-16,87.910004
XOM,2013-08-19,86.919998
XOM,2013-08-20,86.830002
XOM,2013-08-21,86.419998
XOM,2013-08-22,86.980003
XOM,2013-08-23,87.519997
XOM,2013-08-26,87.089996
XOM,2013-08-27,86.82
XOM,2013-08-28,88.839996
XOM,2013-08-29,87.269997
XOM,2013-08-30,87.160004
XOM,2013-09-03,87.150002
XOM,2013-09-04,87.760002
XOM,2013-09-05,87.349998
XOM,2013-09-06,87.25
XOM,2013-09-09,88.040001
XOM,2013-09-10,87.82
XOM,2013-09-11,88.839996
XOM,2013-09-12,87.980003
XOM,2013-09-13,88.400002
XOM,2013-09-16,88.669998
XOM,2013-09-17,88.940002
XOM,2013-09-18,89.580002
XOM,2013-09-19,89.279999
XOM,2013-09-20,88.660004
XOM,2013-09-23,87.75
XOM,2013-09-24,87.360001
XOM,2013-09-25,87.139999
XOM,2013-09-26,87.07
XOM,2013-09-27,86.900002
XOM,2013-09-30,86.040001
XOM,2013-10-01,86.0
XOM,2013-10-02,86.080002
XOM,2013-10-03,85.5
XOM,2013-10-04,86.32
XOM,2013-10-07,85.900002
XOM,2013-10-08,85.510002
XOM,2013-10-09,85.160004
XOM,2013-10-10,86.040001
XOM,2013-10-11,86.949997
XOM,2013-10-14,87.599998
XOM,2013-10-15,86.790001
XOM,2013-10-16,87.309998
XOM,2013-10-17,87.480003
XOM,2013-10-18,87.550003
XOM,2013-10-21,87.230003
XOM,2013-10-22,87.980003
XOM,2013-10-23,87.610001
XOM,2013-10-24,88.419998
XOM,2013-10-25,87.970001
XOM,2013-10-28,88.230003
XOM,2013-10-29,88.93
XOM,2013-10-30,88.809998
XOM,2013-10-31,89.620003
XOM,2013-11-01,89.82
XOM,2013-11-04,92.099998
XOM,2013-11-05,91.989998
XOM,2013-11-06,93.220001
XOM,2013-11-07,91.959999
XOM,2013-11-08,92.730003
XOM,2013-11-11,92.959999
XOM,2013-11-12,92.669998
XOM,2013-11-13,92.589996
XOM,2013-11-14,93.220001
XOM,2013-11-15,95.269997
XOM,2013-11-18,95.449997
XOM,2013-11-19,95.419998
XOM,2013-11-20,94.68
XOM,2013-11-21,94.690002
XOM,2013-11-22,95.010002
XOM,2013-11-25,95.089996
XOM,2013-11-26,94.269997
XOM,2013-11-27,93.800003
XOM,2013-11-29,93.480003
XOM,2013-12-02,93.519997
XOM,2013-12-03,94.389999
XOM,2013-12-04,94.669998
XOM,2013-12-05,94.129997
XOM,2013-12-06,95.650002
XOM,2013-12-09,95.839996
XOM,2013-12-10,95.709999
XOM,2013-12-11,94.260002
XOM,2013-12-12,95.360001
XOM,2013-12-13,95.309998
XOM,2013-12-16,97.220001
XOM,2013-12-17,96.75
XOM,2013-12-18,99.540001
XOM,2013-12-19,99.43
XOM,2013-12-20,98.68
XOM,2013-12-23,98.510002
XOM,2013-12-24,99.220001
XOM,2013-12-26,100.900002
XOM,2013-12-27,101.510002
XOM,2013-12-30,100.309998
XOM,2013-12-31,101.199997
XOM,2014-01-02,99.75
XOM,2014-01-03,99.510002
XOM,2014-01-06,99.660004
XOM,2014-01-07,101.07
XOM,2014-01-08,100.739998
XOM,2014-01-09,99.760002
XOM,2014-01-10,100.519997
XOM,2014-01-13,98.550003
XOM,2014-01-14,99.120003
XOM,2014-01-15,98.779999
XOM,2014-01-16,98.940002
XOM,2014-01-17,99.160004
XOM,2014-01-21,98.5
XOM,2014-01-22,97.879997
XOM,2014-01-23,96.970001
XOM,2014-01-24,94.849998
XOM,2014-01-27,94.919998
XOM,2014-01-28,95.650002
XOM,2014-01-29,95.110001
XOM,2014-01-30,93.989998
XOM,2014-01-31,92.160004
XOM,2014-02-03,90.050003
XOM,2014-02-04,90.019997
XOM,2014-02-05,89.580002
XOM,2014-02-06,89.800003
XOM,2014-02-07,90.580002
XOM,2014-02-10,89.519997
XOM,2014-02-11,90.839996
XOM,2014-02-12,91.080002
XOM,2014-02-13,91.43
XOM,2014-02-14,94.110001
XOM,2014-02-18,94.07
XOM,2014-02-19,93.949997
XOM,2014-02-20,95.370003
XOM,2014-02-21,95.029999
XOM,2014-02-24,96.440002
XOM,2014-02-25,96.309998
XOM,2014-02-26,95.790001
XOM,2014-02-27,95.839996
XOM,2014-02-28,96.269997
XOM,2014-03-03,95.5
XOM,2014-03-04,96.519997
XOM,2014-03-05,93.800003
XOM,2014-03-06,93.760002
XOM,2014-03-07,94.989998
XOM,2014-03-10,95.5
XOM,2014-03-11,94.010002
XOM,2014-03-12,94.209999
XOM,2014-03-13,93.639999
XOM,2014-03-14,93.470001
XOM,2014-03-17,94.32
XOM,2014-03-18,94.709999
XOM,2014-03-19,93.730003
XOM,2014-03-20,94.580002
XOM,2014-03-21,94.309998
XOM,2014-03-24,94.639999
XOM,2014-03-25,94.910004
XOM,2014-03-26,94.699997
XOM,2014-03-27,96.239998
XOM,2014-03-28,97.699997
XOM,2014-03-31,97.68
XOM,2014-04-01,97.730003
XOM,2014-04-02,97.949997
XOM,2014-04-03,97.93
XOM,2014-04-04,97.360001
XOM,2014-04-07,96.779999
XOM,2014-04-08,97.449997
XOM,2014-04-09,97.330002
XOM,2014-04-10,96.779999
XOM,2014-04-11,96.720001
XOM,2014-04-14,97.860001
XOM,2014-04-15,98.68
XOM,2014-04-16,99.940002
XOM,2014-04-17,100.419998
XOM,2014-04-21,100.93
XOM,2014-04-22,100.370003
XOM,2014-04-23,100.5
XOM,2014-04-24,100.010002
XOM,2014-04-25,100.410004
XOM,2014-04-28,101.169998
XOM,2014-04-29,101.449997
XOM,2014-04-30,102.410004
XOM,2014-05-01,101.410004
XOM,2014-05-02,102.010002
XOM,2014-05-05,102.910004
XOM,2014-05-06,102.669998
XOM,2014-05-07,103.110001
XOM,2014-05-08,102.32
XOM,2014-05-09,101.949997
XOM,2014-05-12,102.230003
XOM,2014-05-13,102.360001
XOM,2014-05-14,102.290001
XOM,2014-05-15,100.779999
XOM,2014-05-16,100.739998
XOM,2014-05-19,100.870003
XOM,2014-05-20,100.669998
XOM,2014-05-21,102.029999
XOM,2014-05-22,101.5
XOM,2014-05-23,101.32
XOM,2014-05-27,101.360001
XOM,2014-05-28,101.059998
XOM,2014-05-29,101.269997
XOM,2014-05-30,100.529999
XOM,2014-06-02,99.940002
XOM,2014-06-03,100.389999
XOM,2014-06-04,100.040001
XOM,2014-06-05,100.550003
XOM,2014-06-06,101.599998
XOM,2014-06-09,101.519997
XOM,2014-06-10,101.459999
XOM,2014-06-11,101.949997
XOM,2014-06-12,101.660004
XOM,2014-06-13,102.650002
XOM,2014-06-16,102.919998
XOM,2014-06-17,102.419998
XOM,2014-06-18,102.730003
XOM,2014-06-19,102.629997
XOM,2014-06-20,103.830002
XOM,2014-06-23,104.379997
XOM,2014-06-24,102.730003
XOM,2014-06-25,102.139999
XOM,2014-06-26,102.029999
XOM,2014-06-27,101.209999
XOM,2014-06-30,100.68
XOM,2014-07-01,101.360001
XOM,2014-07-02,101.57
XOM,2014-07-03,102.589996
XOM,2014-07-07,102.650002
XOM,2014-07-08,102.830002
XOM,2014-07-09,103.550003
XOM,2014-07-10,102.57
XOM,2014-07-11,101.739998
XOM,2014-07-14,102.68
XOM,2014-07-15,102.389999
XOM,2014-07-16,103.769997
XOM,2014-07-17,102.309998
XOM,2014-07-18,102.730003
XOM,2014-07-21,103.080002
XOM,2014-07-22,103.540001
XOM,2014-07-23,104.25
XOM,2014-07-24,104.279999
XOM,2014-07-25,103.18
XOM,2014-07-28,104.370003
XOM,2014-07-29,103.550003
XOM,2014-07-30,103.25
XOM,2014-07-31,98.940002
XOM,2014-08-01,98.800003
XOM,2014-08-04,100.129997
XOM,2014-08-05,98.199997
XOM,2014-08-06,98.980003
XOM,2014-08-07,98.269997
XOM,2014-08-08,99.739998
XOM,2014-08-11,98.730003
XOM,2014-08-12,98.489998
XOM,2014-08-13,99.089996
XOM,2014-08-14,99.089996
XOM,2014-08-15,99.029999
XOM,2014-08-18,99.519997
XOM,2014-08-19,99.489998
XOM,2014-08-20,99.699997
XOM,2014-08-21,99.279999
XOM,2014-08-22,98.5
XOM,2014-08-25,98.75
XOM,2014-08-26,99.639999
XOM,2014-08-27,99.529999
XOM,2014-08-28,99.57
XOM,2014-08-29,99.459999
XOM,2014-09-02,98.489998
XOM,2014-09-03,99.110001
XOM,2014-09-04,98.360001
XOM,2014-09-05,99.260002
XOM,2014-09-08,97.769997
XOM,2014-09-09,97.389999
XOM,2014-09-10,96.809998
XOM,2014-09-11,97.029999
XOM,2014-09-12,95.779999
XOM,2014-09-15,96.290001
XOM,2014-09-16,97.43
XOM,2014-09-17,97.080002
XOM,2014-09-18,96.610001
XOM,2014-09-19,97.120003
XOM,2014-09-22,96.540001
XOM,2014-09-23,96.029999
XOM,2014-09-24,95.82
XOM,2014-09-25,94.25
XOM,2014-09-26,95.43
XOM,2014-09-29,94.43
XOM,2014-09-30,94.050003
XOM,2014-10-01,92.860001
XOM,2014-10-02,93.300003
XOM,2014-10-03,93.919998
XOM,2014-10-06,94.519997
XOM,2014-10-07,93.370003
XOM,2014-10-08,94.610001
XOM,2014-10-09,91.82
XOM,2014-10-10,91.599998
XOM,2014-10-13,90.839996
XOM,2014-10-14,90.550003
XOM,2014-10-15,90.220001
XOM,2014-10-16,90.599998
XOM,2014-10-17,91.209999
XOM,2014-10-20,91.769997
XOM,2014-10-21,93.650002
XOM,2014-10-22,93.129997
XOM,2014-10-23,94.110001
XOM,2014-10-24,94.489998
XOM,2014-10-27,93.709999
XOM,2014-10-28,95.099998
XOM,2014-10-29,94.589996
XOM,2014-10-30,94.449997
XOM,2014-10-31,96.709999
XOM,2014-11-03,95.260002
XOM,2014-11-04,94.519997
XOM,2014-11-05,95.07
XOM,2014-11-06,96.260002
XOM,2014-11-07,96.589996
XOM,2014-11-10,96.279999
XOM,2014-11-11,96.410004
XOM,2014-11-12,95.379997
XOM,2014-11-13,94.660004
XOM,2014-11-14,95.089996
XOM,2014-11-17,95.110001
XOM,2014-11-18,94.870003
XOM,2014-11-19,95.610001
XOM,2014-11-20,95.82
XOM,2014-11-21,96.809998
XOM,2014-11-24,95.720001
XOM,2014-11-25,94.779999
XOM,2014-11-26,94.480003
XOM,2014-11-28,90.540001
XOM,2014-12-01,92.349998
XOM,2014-12-02,94.190002
XOM,2014-12-03,94.949997
XOM,2014-12-04,94.370003
XOM,2014-12-05,93.82
XOM,2014-12-08,91.699997
XOM,2014-12-09,91.379997
XOM,2014-12-10,88.669998
XOM,2014-12-11,89.199997
XOM,2014-12-12,86.599998
XOM,2014-12-15,86.900002
XOM,2014-12-16,86.410004
XOM,2014-12-17,89.019997
XOM,2014-12-18,91.160004
XOM,2014-12-19,93.639999
XOM,2014-12-22,93.330002
XOM,2014-12-23,94.589996
XOM,2014-12-24,93.779999
XOM,2014-12-26,93.209999
XOM,2014-12-29,93.07
XOM,2014-12-30,93.019997
XOM,2014-12-31,92.449997
XOM,2015-01-02,92.830002
XOM,2015-01-05,90.290001
XOM,2015-01-06,89.809998
XOM,2015-01-07,90.720001
XOM,2015-01-08,92.230003
XOM,2015-01-09,92.099998
XOM,2015-01-12,90.330002
XOM,2015-01-13,90.0
XOM,2015-01-14,89.739998
XOM,2015-01-15,88.959999
XOM,2015-01-16,91.120003
XOM,2015-01-20,91.089996
XOM,2015-01-21,91.870003
XOM,2015-01-22,92.870003
XOM,2015-01-23,90.889999
XOM,2015-01-26,91.760002
XOM,2015-01-27,90.949997
XOM,2015-01-28,87.949997
XOM,2015-01-29,87.580002
XOM,2015-01-30,87.419998
XOM,2015-02-02,89.580002
XOM,2015-02-03,92.25
XOM,2015-02-04,91.459999
XOM,2015-02-05,92.360001
XOM,2015-02-06,91.5
XOM,2015-02-09,91.559998
XOM,2015-02-10,91.010002
XOM,2015-02-11,90.599998
XOM,2015-02-12,92.370003
XOM,2015-02-13,93.370003
XOM,2015-02-17,93.050003
XOM,2015-02-18,91.010002
XOM,2015-02-19,89.440002
XOM,2015-02-20,89.919998
XOM,2015-02-23,89.010002
XOM,2015-02-24,89.419998
XOM,2015-02-25,89.599998
XOM,2015-02-26,88.650002
XOM,2015-02-27,88.540001
XOM,2015-03-02,88.040001
XOM,2015-03-03,87.620003
XOM,2015-03-04,87.18
XOM,2015-03-05,86.739998
XOM,2015-03-06,85.629997
XOM,2015-03-09,85.160004
XOM,2015-03-10,84.260002
XOM,2015-03-11,84.019997
XOM,2015-03-12,84.220001
XOM,2015-03-13,83.870003
XOM,2015-03-16,84.760002
XOM,2015-03-17,84.080002
XOM,2015-03-18,86.07
XOM,2015-03-19,84.410004
XOM,2015-03-20,84.540001
XOM,2015-03-23,85.43
XOM,2015-03-24,84.519997
XOM,2015-03-25,84.860001
XOM,2015-03-26,84.32
XOM,2015-03-27,83.580002
XOM,2015-03-30,85.629997
XOM,2015-03-31,85.0
XOM,2015-04-01,84.459999
XOM,2015-04-02,84.300003
XOM,2015-04-06,85.129997
XOM,2015-04-07,85.75
XOM,2015-04-08,84.059998
XOM,2015-04-09,84.650002
XOM,2015-04-10,85.559998
XOM,2015-04-13,85.339996
XOM,2015-04-14,86.629997
XOM,2015-04-15,88.080002
XOM,2015-04-16,87.730003
XOM,2015-04-17,86.93
XOM,2015-04-20,87.239998
XOM,2015-04-21,86.879997
XOM,2015-04-22,87.459999
XOM,2015-04-23,87.540001
XOM,2015-04-24,86.970001
XOM,2015-04-27,87.010002
XOM,2015-04-28,87.800003
XOM,2015-04-29,87.870003
XOM,2015-04-30,87.370003
XOM,2015-05-01,88.849998
XOM,2015-05-04,89.110001
XOM,2015-05-05,88.610001
XOM,2015-05-06,88.190002
XOM,2015-05-07,87.599998
XOM,2015-05-08,88.989998
XOM,2015-05-11,86.779999
XOM,2015-05-12,87.019997
XOM,2015-05-13,86.559998
XOM,2015-05-14,86.970001
XOM,2015-05-15,87.349998
XOM,2015-05-18,86.849998
XOM,2015-05-19,86.989998
XOM,2015-05-20,87.129997
XOM,2015-05-21,87.209999
XOM,2015-05-22,86.519997
XOM,2015-05-26,85.349998
XOM,2015-05-27,85.110001
XOM,2015-05-28,85.110001
XOM,2015-05-29,85.199997
XOM,2015-06-01,85.129997
XOM,2015-06-02,85.139999
XOM,2015-06-03,84.949997
XOM,2015-06-04,84.220001
XOM,2015-06-05,84.279999
XOM,2015-06-08,84.849998
XOM,2015-06-09,84.580002
XOM,2015-06-10,85.209999
XOM,2015-06-11,85.089996
XOM,2015-06-12,84.019997
XOM,2015-06-15,83.720001
XOM,2015-06-16,84.68
XOM,2015-06-17,84.730003
XOM,2015-06-18,85.480003
XOM,2015-06-19,85.209999
XOM,2015-06-22,85.169998
XOM,2015-06-23,85.07
XOM,2015-06-24,84.68
XOM,2015-06-25,83.93
XOM,2015-06-26,83.860001
XOM,2015-06-29,82.82
XOM,2015-06-30,83.199997
XOM,2015-07-01,82.370003
XOM,2015-07-02,83.139999
XOM,2015-07-06,82.529999
XOM,2015-07-07,82.870003
XOM,2015-07-08,81.970001
XOM,2015-07-09,81.599998
XOM,2015-07-10,82.220001
XOM,2015-07-13,82.419998
XOM,2015-07-14,83.110001
XOM,2015-07-15,82.760002
XOM,2015-07-16,82.910004
XOM,2015-07-17,82.610001
XOM,2015-07-20,81.760002
XOM,2015-07-21,81.660004
XOM,2015-07-22,81.790001
XOM,2015-07-23,81.139999
XOM,2015-07-24,79.940002
XOM,2015-07-27,79.260002
XOM,2015-07-28,82.480003
XOM,2015-07-29,83.139999
XOM,2015-07-30,83.010002
XOM,2015-07-31,79.209999
XOM,2015-08-03,78.059998
XOM,2015-08-04,77.169998
XOM,2015-08-05,77.169998
XOM,2015-08-06,78.089996
XOM,2015-08-07,76.830002
XOM,2015-08-10,78.75
XOM,2015-08-11,77.489998
XOM,2015-08-12,78.790001
XOM,2015-08-13,78.650002
XOM,2015-08-14,78.360001
XOM,2015-08-17,78.769997
XOM,2015-08-18,77.900002
XOM,2015-08-19,76.230003
XOM,2015-08-20,74.57
XOM,2015-08-21,72.129997
XOM,2015-08-24,68.720001
XOM,2015-08-25,68.709999
XOM,2015-08-26,72.5
XOM,2015-08-27,74.849998
XOM,2015-08-28,75.07
XOM,2015-08-31,75.239998
XOM,2015-09-01,72.080002
XOM,2015-09-02,73.230003
XOM,2015-09-03,73.790001
XOM,2015-09-04,72.459999
XOM,2015-09-08,73.5
XOM,2015-09-09,72.0
XOM,2015-09-10,72.519997
XOM,2015-09-11,72.690002
XOM,2015-09-14,72.489998
XOM,2015-09-15,72.860001
XOM,2015-09-16,74.300003
XOM,2015-09-17,74.459999
XOM,2015-09-18,72.68
XOM,2015-09-21,73.389999
XOM,2015-09-22,72.739998
XOM,2015-09-23,72.300003
XOM,2015-09-24,72.730003
XOM,2015-09-25,73.230003
XOM,2015-09-28,72.599998
XOM,2015-09-29,72.970001
XOM,2015-09-30,74.349998
XOM,2015-10-01,74.059998
XOM,2015-10-02,75.879997
XOM,2015-10-05,76.809998
XOM,2015-10-06,77.889999
XOM,2015-10-07,79.199997
XOM,2015-10-08,80.029999
XOM,2015-10-09,79.260002
XOM,2015-10-12,79.300003
XOM,2015-10-13,79.160004
XOM,2015-10-14,80.160004
XOM,2015-10-15,81.480003
XOM,2015-10-16,82.480003
XOM,2015-10-19,80.989998
XOM,2015-10-20,80.830002
XOM,2015-10-21,80.209999
XOM,2015-10-22,82.889999
XOM,2015-10-23,82.980003
XOM,2015-10-26,81.220001
XOM,2015-10-27,81.089996
XOM,2015-10-28,82.279999
XOM,2015-10-29,82.230003
XOM,2015-10-30,82.739998
XOM,2015-11-02,85.279999
XOM,2015-11-03,86.849998
XOM,2015-11-04,85.980003
XOM,2015-11-05,84.809998
XOM,2015-11-06,84.470001
XOM,2015-11-09,81.949997
XOM,2015-11-10,82.349998
XOM,2015-11-11,81.620003
XOM,2015-11-12,79.410004
XOM,2015-11-13,78.099998
XOM,2015-11-16,80.900002
XOM,2015-11-17,79.959999
XOM,2015-11-18,80.739998
XOM,2015-11-19,80.300003
XOM,2015-11-20,79.790001
XOM,2015-11-23,80.279999
XOM,2015-11-24,81.879997
XOM,2015-11-25,81.25
XOM,2015-11-27,81.230003
XOM,2015-11-30,81.660004
XOM,2015-12-01,81.889999
XOM,2015-12-02,79.550003
XOM,2015-12-03,78.410004
XOM,2015-12-04,78.860001
XOM,2015-12-07,76.800003
XOM,2015-12-08,74.629997
XOM,2015-12-09,75.629997
XOM,2015-12-10,75.690002
XOM,2015-12-11,74.339996
XOM,2015-12-14,76.029999
XOM,2015-12-15,79.43
XOM,2015-12-16,79.150002
XOM,2015-12-17,77.959999
XOM,2015-12-18,77.279999
XOM,2015-12-21,77.260002
XOM,2015-12-22,77.650002
XOM,2015-12-23,80.190002
XOM,2015-12-24,79.330002
XOM,2015-12-28,78.739998
XOM,2015-12-29,79.160004
XOM,2015-12-30,78.110001
XOM,2015-12-31,77.949997
XOM,2016-01-04,77.459999
XOM,2016-01-05,78.120003
XOM,2016-01-06,77.470001
XOM,2016-01-07,76.230003
XOM,2016-01-08,74.690002
XOM,2016-01-11,73.690002
XOM,2016-01-12,75.199997
XOM,2016-01-13,75.650002
XOM,2016-01-14,79.120003
XOM,2016-01-15,77.580002
XOM,2016-01-19,76.400002
XOM,2016-01-20,73.18
XOM,2016-01-21,74.099998
XOM,2016-01-22,76.57
XOM,2016-01-25,73.980003
XOM,2016-01-26,76.699997
XOM,2016-01-27,75.290001
XOM,2016-01-28,76.989998
XOM,2016-01-29,77.849998
XOM,2016-02-01,76.290001
XOM,2016-02-02,74.589996
XOM,2016-02-03,78.480003
XOM,2016-02-04,79.830002
XOM,2016-02-05,80.080002
XOM,2016-02-08,81.160004
XOM,2016-02-09,80.080002
XOM,2016-02-10,79.349998
XOM,2016-02-11,79.599998
XOM,2016-02-12,81.029999
XOM,2016-02-16,81.220001
XOM,2016-02-17,82.0
XOM,2016-02-18,82.449997
XOM,2016-02-19,82.5
XOM,2016-02-22,82.389999
XOM,2016-02-23,81.230003
XOM,2016-02-24,81.519997
XOM,2016-02-25,82.010002
XOM,2016-02-26,81.75
XOM,2016-02-29,80.150002
XOM,2016-03-01,81.279999
XOM,2016-03-02,82.699997
XOM,2016-03-03,82.400002
XOM,2016-03-04,82.290001
